uav_count,seed,generated_packets,delivered_packets,dropped_packets,transmission_attempts,transmission_successes,packet_delivery_ratio,avg_delivery_latency_steps,avg_hops_per_delivered,avg_total_queue_length,avg_success_rate,peak_total_queue_length,router
20,12,20,9,11,120,40,0.45,15.444444444444445,1.8888888888888888,4.81,0.3333333333333333,17,slar-geo
20,13,20,18,2,100,50,0.9,5.222222222222222,2.611111111111111,1.55,0.5,8,slar-geo
20,14,20,18,2,150,54,0.9,14.944444444444445,2.888888888888889,3.29,0.36,16,slar-geo
20,15,20,19,1,151,50,0.95,13.210526315789474,2.473684210526316,2.83,0.33112582781456956,15,slar-geo
20,16,20,16,4,115,49,0.8,7.8125,2.5,2.5,0.4260869565217391,11,slar-geo
20,17,20,16,4,112,49,0.8,11.1875,2.8125,2.99,0.4375,13,slar-geo
20,18,20,7,13,96,47,0.35,17.714285714285715,2.4285714285714284,5.31,0.4895833333333333,18,slar-geo
20,19,20,17,3,100,49,0.85,10.352941176470589,2.2941176470588234,2.73,0.49,11,slar-geo
20,8,20,20,0,98,52,1.0,8.4,2.6,1.68,0.5306122448979592,8,slar-default
20,9,20,18,2,95,52,0.9,11.333333333333334,2.7777777777777777,2.64,0.5473684210526316,13,slar-default
20,10,20,19,1,93,52,0.95,7.631578947368421,2.526315789473684,1.78,0.5591397849462365,8,slar-default
20,11,20,19,1,81,53,0.95,7.842105263157895,2.5789473684210527,1.82,0.654320987654321,8,slar-default
20,12,20,12,8,144,53,0.6,15.416666666666666,2.9166666666666665,4.35,0.3680555555555556,16,slar-default
20,13,20,18,2,105,57,0.9,5.888888888888889,2.888888888888889,1.69,0.5428571428571428,8,slar-default
20,14,20,13,7,69,45,0.65,3.6923076923076925,2.6153846153846154,2.62,0.6521739130434783,13,slar-default
20,15,20,20,0,131,60,1.0,11.75,3.0,2.35,0.4580152671755725,12,slar-default
20,16,20,18,2,108,53,0.9,7.555555555555555,2.8333333333333335,1.96,0.49074074074074076,9,slar-default
20,17,20,17,3,82,53,0.85,8.529411764705882,2.823529411764706,2.37,0.6463414634146342,12,slar-default
20,18,20,7,13,85,45,0.35,18.857142857142858,2.4285714285714284,5.37,0.5294117647058824,19,slar-default
20,19,20,16,4,97,48,0.8,9.0,2.375,2.7,0.4948453608247423,14,slar-default
20,8,20,19,1,117,63,0.95,11.0,3.1578947368421053,2.41,0.5384615384615384,10,slar-tuned
20,9,20,17,3,98,53,0.85,7.294117647058823,2.6470588235294117,2.19,0.5408163265306123,11,slar-tuned
20,10,20,19,1,94,58,0.95,6.2105263157894735,2.736842105263158,1.53,0.6170212765957447,7,slar-tuned
20,11,20,17,3,75,55,0.85,5.529411764705882,2.7058823529411766,1.9,0.7333333333333333,8,slar-tuned
20,12,20,10,10,110,50,0.5,15.3,2.6,4.67,0.45454545454545453,18,slar-tuned
20,13,20,11,9,126,57,0.55,6.363636363636363,2.8181818181818183,3.57,0.4523809523809524,13,slar-tuned
20,14,20,18,2,94,63,0.9,9.555555555555555,3.1666666666666665,2.36,0.6702127659574468,13,slar-tuned
20,15,20,20,0,108,71,1.0,10.0,3.55,2.0,0.6574074074074074,10,slar-tuned
20,16,20,17,3,68,57,0.85,5.117647058823529,3.0,1.8,0.8382352941176471,9,slar-tuned
20,17,20,15,5,100,55,0.75,9.466666666666667,3.066666666666667,2.96,0.55,12,slar-tuned
20,18,20,7,13,79,43,0.35,13.428571428571429,2.5714285714285716,4.96,0.5443037974683544,17,slar-tuned
20,19,20,16,4,73,58,0.8,8.125,2.8125,2.59,0.7945205479452054,11,slar-tuned
24,8,20,17,3,120,48,0.85,8.647058823529411,2.4705882352941178,2.4,0.4,10,gpsr
24,9,20,16,4,170,64,0.8,13.4375,3.375,3.41,0.3764705882352941,14,gpsr
24,10,20,16,4,152,60,0.8,10.75,3.0,3.0,0.39473684210526316,12,gpsr
24,11,20,18,2,153,51,0.9,8.5,2.5555555555555554,2.16,0.3333333333333333,9,gpsr
24,12,20,14,6,94,49,0.7,14.285714285714286,2.7857142857142856,3.84,0.5212765957446809,14,gpsr
24,13,20,20,0,140,53,1.0,11.1,2.65,2.22,0.37857142857142856,12,gpsr
24,14,20,20,0,124,61,1.0,12.8,3.05,2.56,0.49193548387096775,13,gpsr
24,15,20,20,0,147,66,1.0,13.25,3.3,2.65,0.4489795918367347,17,gpsr
24,16,20,20,0,130,56,1.0,8.85,2.8,1.77,0.4307692307692308,10,gpsr
24,17,20,18,2,129,52,0.9,7.777777777777778,2.611111111111111,2.03,0.40310077519379844,9,gpsr
24,18,20,16,4,151,46,0.8,11.3125,2.375,3.05,0.304635761589404,11,gpsr
24,19,20,19,1,121,51,0.95,8.0,2.526315789473684,1.84,0.4214876033057851,10,gpsr
24,8,20,14,6,114,45,0.7,10.214285714285714,2.142857142857143,3.32,0.39473684210526316,14,aodv
24,9,20,15,5,115,55,0.75,9.133333333333333,3.533333333333333,2.84,0.4782608695652174,12,aodv
24,10,20,17,3,167,84,0.85,9.529411764705882,4.294117647058823,2.6,0.5029940119760479,10,aodv
24,11,20,20,0,129,58,1.0,7.05,2.9,1.41,0.4496124031007752,8,aodv
24,12,20,9,11,61,28,0.45,16.22222222222222,2.111111111111111,4.74,0.45901639344262296,16,aodv
24,13,20,20,0,101,56,1.0,7.65,2.8,1.53,0.5544554455445545,11,aodv
24,14,20,17,3,151,87,0.85,12.647058823529411,3.4705882352941178,3.3,0.5761589403973509,14,aodv
24,15,20,18,2,227,87,0.9,15.222222222222221,4.5,3.38,0.3832599118942731,15,aodv
24,16,20,20,0,171,88,1.0,9.5,4.4,1.9,0.5146198830409356,9,aodv
24,17,20,20,0,133,61,1.0,9.1,3.05,1.82,0.45864661654135336,10,aodv
24,18,20,20,0,112,60,1.0,7.55,3.0,1.51,0.5357142857142857,7,aodv
24,19,20,19,1,102,48,0.95,3.526315789473684,2.4210526315789473,0.98,0.47058823529411764,7,aodv
24,8,20,17,3,120,48,0.85,8.647058823529411,2.4705882352941178,2.4,0.4,10,slar-geo
24,9,20,16,4,170,64,0.8,13.4375,3.375,3.41,0.3764705882352941,14,slar-geo
24,10,20,16,4,152,60,0.8,10.75,3.0,3.0,0.39473684210526316,12,slar-geo
24,11,20,18,2,153,51,0.9,8.5,2.5555555555555554,2.16,0.3333333333333333,9,slar-geo
24,12,20,14,6,94,49,0.7,14.285714285714286,2.7857142857142856,3.84,0.5212765957446809,14,slar-geo
24,13,20,20,0,140,53,1.0,11.1,2.65,2.22,0.37857142857142856,12,slar-geo
24,14,20,20,0,124,61,1.0,12.8,3.05,2.56,0.49193548387096775,13,slar-geo
24,15,20,20,0,147,66,1.0,13.25,3.3,2.65,0.4489795918367347,17,slar-geo
24,16,20,20,0,130,56,1.0,8.85,2.8,1.77,0.4307692307692308,10,slar-geo
24,17,20,18,2,129,52,0.9,7.777777777777778,2.611111111111111,2.03,0.40310077519379844,9,slar-geo
24,18,20,16,4,151,46,0.8,11.3125,2.375,3.05,0.304635761589404,11,slar-geo
24,19,20,19,1,121,51,0.95,8.0,2.526315789473684,1.84,0.4214876033057851,10,slar-geo
24,8,20,15,5,79,54,0.75,4.266666666666667,2.466666666666667,2.26,0.6835443037974683,10,slar-default
24,9,20,17,3,116,71,0.85,10.117647058823529,3.411764705882353,2.72,0.6120689655172413,11,slar-default
24,10,20,15,5,122,63,0.75,9.2,3.3333333333333335,2.96,0.5163934426229508,9,slar-default
24,11,20,19,1,128,54,0.95,4.526315789473684,2.6315789473684212,1.19,0.421875,10,slar-default
24,12,20,10,10,94,35,0.5,10.9,2.3,4.11,0.3723404255319149,15,slar-default
24,13,20,19,1,104,52,0.95,7.052631578947368,2.736842105263158,1.63,0.5,9,slar-default
24,14,20,18,2,126,62,0.9,11.055555555555555,3.111111111111111,2.63,0.49206349206349204,13,slar-default
24,15,20,20,0,98,66,1.0,6.5,3.3,1.3,0.673469387755102,8,slar-default
24,16,20,20,0,142,62,1.0,9.4,3.1,1.88,0.43661971830985913,11,slar-default
24,17,20,19,1,120,68,0.95,9.0,3.473684210526316,2.02,0.5666666666666667,9,slar-default
24,18,20,20,0,116,62,1.0,10.7,3.1,2.14,0.5344827586206896,11,slar-default
24,19,20,19,1,131,61,0.95,9.947368421052632,3.1052631578947367,2.2,0.46564885496183206,8,slar-default
24,8,20,15,5,80,60,0.75,3.4,2.8,2.14,0.75,10,slar-tuned
24,9,20,17,3,117,75,0.85,7.352941176470588,3.6470588235294117,2.25,0.6410256410256411,11,slar-tuned
24,10,20,16,4,151,78,0.8,10.6875,3.875,3.03,0.5165562913907285,10,slar-tuned
24,11,20,20,0,98,65,1.0,4.9,3.25,0.98,0.6632653061224489,8,slar-tuned
24,12,20,12,8,75,53,0.6,12.75,3.25,3.99,0.7066666666666667,14,slar-tuned
24,13,20,19,1,74,56,0.95,3.8421052631578947,2.789473684210526,1.05,0.7567567567567568,7,slar-tuned
24,14,20,19,1,98,69,0.95,8.842105263157896,3.473684210526316,2.0,0.7040816326530612,12,slar-tuned
24,15,20,20,0,94,77,1.0,5.8,3.85,1.16,0.8191489361702128,9,slar-tuned
24,16,20,20,0,112,75,1.0,6.4,3.75,1.28,0.6696428571428571,10,slar-tuned
24,17,20,19,1,83,59,0.95,5.7894736842105265,2.9473684210526314,1.42,0.7108433734939759,6,slar-tuned
24,18,20,18,2,97,59,0.9,7.833333333333333,3.0,2.04,0.6082474226804123,9,slar-tuned
24,19,20,20,0,117,64,1.0,10.1,3.2,2.02,0.5470085470085471,10,slar-tuned
28,8,20,18,2,146,53,0.9,8.333333333333334,2.7222222222222223,2.12,0.363013698630137,9,gpsr
28,9,20,14,6,166,43,0.7,11.928571428571429,2.357142857142857,3.51,0.25903614457831325,11,gpsr
28,10,20,19,1,99,51,0.95,5.0,2.526315789473684,1.27,0.5151515151515151,7,gpsr
28,11,20,19,1,152,46,0.95,8.526315789473685,2.210526315789474,1.95,0.3026315789473684,10,gpsr
28,12,20,16,4,177,62,0.8,8.6875,3.0625,2.68,0.3502824858757062,12,gpsr
28,13,20,20,0,108,47,1.0,6.95,2.35,1.39,0.4351851851851852,9,gpsr
28,14,20,18,2,125,50,0.9,10.833333333333334,2.5555555555555554,2.57,0.4,12,gpsr
28,15,20,19,1,168,71,0.95,11.68421052631579,3.5789473684210527,2.54,0.4226190476190476,11,gpsr
28,16,20,16,4,169,53,0.8,9.25,2.625,2.75,0.3136094674556213,10,gpsr
28,17,20,20,0,106,50,1.0,5.75,2.5,1.15,0.4716981132075472,9,gpsr
28,18,20,15,5,118,39,0.75,9.2,2.066666666666667,2.91,0.3305084745762712,11,gpsr
28,19,20,19,1,150,51,0.95,9.368421052631579,2.5789473684210527,2.09,0.34,9,gpsr
28,8,20,13,7,170,56,0.65,10.23076923076923,3.076923076923077,3.52,0.32941176470588235,11,aodv
28,9,20,18,2,115,51,0.9,8.277777777777779,2.6666666666666665,2.1,0.4434782608695652,10,aodv
28,10,20,18,2,136,55,0.9,10.222222222222221,2.611111111111111,2.5,0.40441176470588236,10,aodv
28,11,20,20,0,114,64,1.0,5.9,3.2,1.18,0.5614035087719298,7,aodv
28,12,20,15,5,186,69,0.75,9.133333333333333,3.2,3.03,0.3709677419354839,11,aodv
28,13,20,20,0,98,48,1.0,5.7,2.4,1.14,0.4897959183673469,9,aodv
28,14,20,17,3,104,54,0.85,14.117647058823529,2.823529411764706,3.33,0.5192307692307693,14,aodv
28,15,20,17,3,193,56,0.85,14.470588235294118,3.0588235294117645,3.37,0.29015544041450775,16,aodv
28,16,20,19,1,141,55,0.95,8.31578947368421,2.736842105263158,1.9,0.3900709219858156,8,aodv
28,17,20,20,0,146,52,1.0,8.25,2.6,1.65,0.3561643835616438,11,aodv
28,18,20,16,4,165,64,0.8,11.125,3.3125,3.05,0.3878787878787879,11,aodv
28,19,20,20,0,89,58,1.0,4.65,2.9,0.93,0.651685393258427,7,aodv
28,8,20,18,2,146,53,0.9,8.333333333333334,2.7222222222222223,2.12,0.363013698630137,9,slar-geo
28,9,20,14,6,166,43,0.7,11.928571428571429,2.357142857142857,3.51,0.25903614457831325,11,slar-geo
28,10,20,19,1,99,51,0.95,5.0,2.526315789473684,1.27,0.5151515151515151,7,slar-geo
28,11,20,19,1,152,46,0.95,8.526315789473685,2.210526315789474,1.95,0.3026315789473684,10,slar-geo
28,12,20,16,4,177,62,0.8,8.6875,3.0625,2.68,0.3502824858757062,12,slar-geo
28,13,20,20,0,108,47,1.0,6.95,2.35,1.39,0.4351851851851852,9,slar-geo
28,14,20,18,2,125,50,0.9,10.833333333333334,2.5555555555555554,2.57,0.4,12,slar-geo
28,15,20,19,1,168,71,0.95,11.68421052631579,3.5789473684210527,2.54,0.4226190476190476,11,slar-geo
28,16,20,16,4,169,53,0.8,9.25,2.625,2.75,0.3136094674556213,10,slar-geo
28,17,20,20,0,106,50,1.0,5.75,2.5,1.15,0.4716981132075472,9,slar-geo
28,18,20,15,5,118,39,0.75,9.2,2.066666666666667,2.91,0.3305084745762712,11,slar-geo
28,19,20,19,1,150,51,0.95,9.368421052631579,2.5789473684210527,2.09,0.34,9,slar-geo
28,8,20,20,0,90,64,1.0,8.6,3.2,1.72,0.7111111111111111,10,slar-default
28,9,20,19,1,95,60,0.95,6.631578947368421,3.1052631578947367,1.56,0.631578947368421,8,slar-default
28,10,20,20,0,76,58,1.0,3.4,2.9,0.68,0.7631578947368421,6,slar-default
28,11,20,20,0,94,53,1.0,6.55,2.65,1.31,0.5638297872340425,7,slar-default
28,12,20,19,1,138,66,0.95,12.631578947368421,3.3684210526315788,2.71,0.4782608695652174,12,slar-default
28,13,20,20,0,89,51,1.0,4.6,2.55,0.92,0.5730337078651685,8,slar-default
28,14,20,19,1,113,59,0.95,10.31578947368421,3.0526315789473686,2.26,0.5221238938053098,12,slar-default
28,15,20,18,2,169,77,0.9,14.0,3.7222222222222223,3.2,0.4556213017751479,10,slar-default
28,16,20,15,5,128,61,0.75,6.133333333333334,2.8,2.56,0.4765625,10,slar-default
28,17,20,20,0,91,51,1.0,5.7,2.55,1.14,0.5604395604395604,10,slar-default
28,18,20,18,2,108,49,0.9,7.888888888888889,2.5,2.04,0.4537037037037037,9,slar-default
28,19,20,19,1,104,56,0.95,6.105263157894737,2.736842105263158,1.49,0.5384615384615384,8,slar-default
28,8,20,20,0,103,78,1.0,9.65,3.9,1.93,0.7572815533980582,8,slar-tuned
28,9,20,19,1,69,58,0.95,3.526315789473684,3.0,0.97,0.8405797101449275,7,slar-tuned
28,10,20,20,0,74,65,1.0,2.9,3.25,0.58,0.8783783783783784,6,slar-tuned
28,11,20,20,0,77,63,1.0,3.5,3.15,0.7,0.8181818181818182,5,slar-tuned
28,12,20,18,2,138,77,0.9,13.333333333333334,4.0,3.03,0.5579710144927537,13,slar-tuned
28,13,20,20,0,96,59,1.0,5.6,2.95,1.12,0.6145833333333334,7,slar-tuned
28,14,20,19,1,97,73,0.95,9.157894736842104,3.789473684210526,2.04,0.7525773195876289,10,slar-tuned
28,15,20,20,0,132,87,1.0,10.15,4.35,2.03,0.6590909090909091,10,slar-tuned
28,16,20,20,0,85,69,1.0,5.75,3.45,1.15,0.8117647058823529,7,slar-tuned
28,17,20,19,1,74,50,0.95,4.2105263157894735,2.526315789473684,1.11,0.6756756756756757,9,slar-tuned
28,18,20,18,2,144,64,0.9,12.833333333333334,3.1666666666666665,2.96,0.4444444444444444,12,slar-tuned
28,19,20,19,1,103,66,0.95,4.894736842105263,3.3157894736842106,1.25,0.6407766990291263,7,slar-tuned
32,8,20,20,0,69,43,1.0,4.55,2.15,0.91,0.6231884057971014,4,gpsr
32,9,20,16,4,97,46,0.8,9.3125,2.3125,2.74,0.4742268041237113,13,gpsr
32,10,20,19,1,174,58,0.95,9.421052631578947,2.8947368421052633,2.11,0.3333333333333333,14,gpsr
32,11,20,18,2,211,62,0.9,12.0,3.2222222222222223,2.78,0.2938388625592417,14,gpsr
32,12,20,16,4,164,52,0.8,14.9375,2.8125,3.62,0.3170731707317073,15,gpsr
32,13,20,20,0,148,59,1.0,8.65,2.95,1.73,0.39864864864864863,8,gpsr
32,14,20,18,2,121,68,0.9,5.611111111111111,3.0555555555555554,1.72,0.5619834710743802,8,gpsr
32,15,20,19,1,128,64,0.95,7.368421052631579,3.210526315789474,1.72,0.5,9,gpsr
32,16,20,19,1,119,52,0.95,8.368421052631579,2.526315789473684,1.92,0.4369747899159664,10,gpsr
32,17,20,20,0,138,62,1.0,9.4,3.1,1.88,0.4492753623188406,11,gpsr
32,18,20,19,1,149,64,0.95,9.68421052631579,3.1578947368421053,2.17,0.42953020134228187,11,gpsr
32,19,20,20,0,122,53,1.0,9.9,2.65,1.98,0.4344262295081967,11,gpsr
32,8,20,20,0,86,41,1.0,4.45,2.05,0.89,0.47674418604651164,7,aodv
32,9,20,17,3,102,52,0.85,9.941176470588236,2.5294117647058822,2.65,0.5098039215686274,13,aodv
32,10,20,20,0,180,65,1.0,11.95,3.25,2.39,0.3611111111111111,14,aodv
32,11,20,20,0,156,63,1.0,13.15,3.15,2.63,0.40384615384615385,13,aodv
32,12,20,16,4,194,72,0.8,14.5625,3.5625,3.64,0.3711340206185567,15,aodv
32,13,20,19,1,185,59,0.95,10.157894736842104,3.0,2.24,0.31891891891891894,13,aodv
32,14,20,20,0,129,69,1.0,6.65,3.45,1.33,0.5348837209302325,8,aodv
32,15,20,19,1,141,69,0.95,9.0,3.3684210526315788,2.05,0.48936170212765956,11,aodv
32,16,20,14,6,152,49,0.7,9.428571428571429,2.4285714285714284,3.21,0.3223684210526316,12,aodv
32,17,20,19,1,154,60,0.95,10.947368421052632,2.9473684210526314,2.41,0.38961038961038963,11,aodv
32,18,20,20,0,156,69,1.0,9.85,3.45,1.97,0.4423076923076923,10,aodv
32,19,20,19,1,143,49,0.95,11.947368421052632,2.4210526315789473,2.59,0.34265734265734266,11,aodv
32,8,20,20,0,69,43,1.0,4.55,2.15,0.91,0.6231884057971014,4,slar-geo
32,9,20,16,4,97,46,0.8,9.3125,2.3125,2.74,0.4742268041237113,13,slar-geo
32,10,20,19,1,174,58,0.95,9.421052631578947,2.8947368421052633,2.11,0.3333333333333333,14,slar-geo
32,11,20,18,2,211,62,0.9,12.0,3.2222222222222223,2.78,0.2938388625592417,14,slar-geo
32,12,20,16,4,164,52,0.8,14.9375,2.8125,3.62,0.3170731707317073,15,slar-geo
32,13,20,20,0,148,59,1.0,8.65,2.95,1.73,0.39864864864864863,8,slar-geo
32,14,20,18,2,121,68,0.9,5.611111111111111,3.0555555555555554,1.72,0.5619834710743802,8,slar-geo
32,15,20,19,1,128,64,0.95,7.368421052631579,3.210526315789474,1.72,0.5,9,slar-geo
32,16,20,19,1,119,52,0.95,8.368421052631579,2.526315789473684,1.92,0.4369747899159664,10,slar-geo
32,17,20,20,0,138,62,1.0,9.4,3.1,1.88,0.4492753623188406,11,slar-geo
32,18,20,19,1,149,64,0.95,9.68421052631579,3.1578947368421053,2.17,0.42953020134228187,11,slar-geo
32,19,20,20,0,122,53,1.0,9.9,2.65,1.98,0.4344262295081967,11,slar-geo
32,8,20,20,0,52,45,1.0,1.7,2.25,0.34,0.8653846153846154,4,slar-default
32,9,20,18,2,86,57,0.9,10.777777777777779,3.0,2.55,0.6627906976744186,11,slar-default
32,10,20,20,0,125,65,1.0,6.7,3.25,1.34,0.52,7,slar-default
32,11,20,20,0,93,65,1.0,4.85,3.25,0.97,0.6989247311827957,7,slar-default
32,12,20,19,1,117,63,0.95,12.368421052631579,3.210526315789474,2.66,0.5384615384615384,11,slar-default
32,13,20,20,0,106,62,1.0,6.95,3.1,1.39,0.5849056603773585,8,slar-default
32,14,20,18,2,95,69,0.9,4.0,3.2777777777777777,1.4,0.7263157894736842,6,slar-default
32,15,20,20,0,137,73,1.0,8.3,3.65,1.66,0.5328467153284672,10,slar-default
32,16,20,20,0,73,57,1.0,6.2,2.85,1.24,0.7808219178082192,7,slar-default
32,17,20,20,0,112,67,1.0,5.35,3.35,1.07,0.5982142857142857,7,slar-default
32,18,20,20,0,130,65,1.0,9.25,3.25,1.85,0.5,10,slar-default
32,19,20,20,0,88,61,1.0,6.65,3.05,1.33,0.6931818181818182,7,slar-default
32,8,20,20,0,53,46,1.0,2.4,2.3,0.48,0.8679245283018868,5,slar-tuned
32,9,20,14,6,92,54,0.7,6.285714285714286,2.5714285714285716,2.8,0.5869565217391305,11,slar-tuned
32,10,20,20,0,104,74,1.0,5.0,3.7,1.0,0.7115384615384616,7,slar-tuned
32,11,20,20,0,103,78,1.0,4.75,3.9,0.95,0.7572815533980582,8,slar-tuned
32,12,20,18,2,114,73,0.9,12.166666666666666,3.611111111111111,2.85,0.6403508771929824,14,slar-tuned
32,13,20,20,0,83,73,1.0,3.95,3.65,0.79,0.8795180722891566,6,slar-tuned
32,14,20,19,1,96,73,0.95,5.421052631578948,3.473684210526316,1.39,0.7604166666666666,7,slar-tuned
32,15,20,20,0,115,80,1.0,7.0,4.0,1.4,0.6956521739130435,10,slar-tuned
32,16,20,19,1,84,62,0.95,4.842105263157895,3.263157894736842,1.21,0.7380952380952381,6,slar-tuned
32,17,20,20,0,96,74,1.0,4.7,3.7,0.94,0.7708333333333334,6,slar-tuned
32,18,20,20,0,107,69,1.0,8.65,3.45,1.73,0.6448598130841121,11,slar-tuned
32,19,20,20,0,93,69,1.0,7.45,3.45,1.49,0.7419354838709677,7,slar-tuned
